0,000000e+00	0,000000e+00	0,000000e+00	0,000000e+00	0,000000e+00	0,000000e+00	0,000000e+00	0,000000e+00	3,299804e-38	3,378242e-36	2,840225e-34	1,960985e-32	1,111873e-30	5,177207e-29	1,979682e-27	6,216625e-26	2,709865e-38	3,378242e-36	3,458544e-34	2,907738e-32	2,007598e-30	1,138302e-28	5,300270e-27	2,026739e-25	6,364396e-24	2,278293e-36	2,840225e-34	2,907738e-32	2,444653e-30	1,687869e-28	9,570169e-27	4,456152e-25	1,703962e-23	5,350806e-22	1,573009e-34	1,960985e-32	2,007598e-30	1,687869e-28	1,165360e-26	6,607560e-25	3,076674e-23	1,176471e-21	3,694372e-20	8,918915e-33	1,111873e-30	1,138302e-28	9,570169e-27	6,607560e-25	3,746468e-23	1,744466e-21	
3,378242e-36	2,840225e-34	1,960985e-32	1,111873e-30	5,177207e-29	1,979682e-27	6,216625e-26	2,709865e-38	3,378242e-36	3,458544e-34	2,907738e-32	2,007598e-30	1,138302e-28	5,300270e-27	2,026739e-25	6,364396e-24	2,278293e-36	2,840225e-34	2,907738e-32	2,444653e-30	1,687869e-28	9,570169e-27	4,456152e-25	1,703962e-23	5,350806e-22	1,573009e-34	1,960985e-32	2,007598e-30	1,687869e-28	1,165360e-26	6,607560e-25	3,076674e-23	1,176471e-21	3,694372e-20	8,918915e-33	1,111873e-30	1,138302e-28	9,570169e-27	6,607560e-25	3,746468e-23	1,744466e-21	6,670560e-20	2,094699e-18	4,152909e-31	5,177207e-29	5,300270e-27	4,456152e-25	3,076674e-23	1,744466e-21	8,122745e-20	
3,458544e-34	2,907738e-32	2,007598e-30	1,138302e-28	5,300270e-27	2,026739e-25	6,364396e-24	2,278293e-36	2,840225e-34	2,907738e-32	2,444653e-30	1,687869e-28	9,570169e-27	4,456152e-25	1,703962e-23	5,350806e-22	1,573009e-34	1,960985e-32	2,007598e-30	1,687869e-28	1,165360e-26	6,607560e-25	3,076674e-23	1,176471e-21	3,694372e-20	8,918915e-33	1,111873e-30	1,138302e-28	9,570169e-27	6,607560e-25	3,746468e-23	1,744466e-21	6,670560e-20	2,094699e-18	4,152909e-31	5,177207e-29	5,300270e-27	4,456152e-25	3,076674e-23	1,744466e-21	8,122745e-20	3,106009e-18	9,753534e-17	1,588007e-29	1,979682e-27	2,026739e-25	1,703962e-23	1,176471e-21	6,670560e-20	3,106009e-18	
2,907738e-32	2,444653e-30	1,687869e-28	9,570169e-27	4,456152e-25	1,703962e-23	5,350806e-22	1,573009e-34	1,960985e-32	2,007598e-30	1,687869e-28	1,165360e-26	6,607560e-25	3,076674e-23	1,176471e-21	3,694372e-20	8,918915e-33	1,111873e-30	1,138302e-28	9,570169e-27	6,607560e-25	3,746468e-23	1,744466e-21	6,670560e-20	2,094699e-18	4,152909e-31	5,177207e-29	5,300270e-27	4,456152e-25	3,076674e-23	1,744466e-21	8,122745e-20	3,106009e-18	9,753534e-17	1,588007e-29	1,979682e-27	2,026739e-25	1,703962e-23	1,176471e-21	6,670560e-20	3,106009e-18	1,187688e-16	3,729597e-15	4,986682e-28	6,216625e-26	6,364396e-24	5,350806e-22	3,694372e-20	2,094699e-18	9,753534e-17	
2,007598e-30	1,687869e-28	1,165360e-26	6,607560e-25	3,076674e-23	1,176471e-21	3,694372e-20	8,918915e-33	1,111873e-30	1,138302e-28	9,570169e-27	6,607560e-25	3,746468e-23	1,744466e-21	6,670560e-20	2,094699e-18	4,152909e-31	5,177207e-29	5,300270e-27	4,456152e-25	3,076674e-23	1,744466e-21	8,122745e-20	3,106009e-18	9,753534e-17	1,588007e-29	1,979682e-27	2,026739e-25	1,703962e-23	1,176471e-21	6,670560e-20	3,106009e-18	1,187688e-16	3,729597e-15	4,986682e-28	6,216625e-26	6,364396e-24	5,350806e-22	3,694372e-20	2,094699e-18	9,753534e-17	3,729597e-15	1,171173e-13	1,285969e-26	1,603148e-24	1,641255e-22	1,379869e-20	9,527073e-19	5,401824e-17	2,515248e-15	
1,138302e-28	9,570169e-27	6,607560e-25	3,746468e-23	1,744466e-21	6,670560e-20	2,094699e-18	4,152909e-31	5,177207e-29	5,300270e-27	4,456152e-25	3,076674e-23	1,744466e-21	8,122745e-20	3,106009e-18	9,753534e-17	1,588007e-29	1,979682e-27	2,026739e-25	1,703962e-23	1,176471e-21	6,670560e-20	3,106009e-18	1,187688e-16	3,729597e-15	4,986682e-28	6,216625e-26	6,364396e-24	5,350806e-22	3,694372e-20	2,094699e-18	9,753534e-17	3,729597e-15	1,171173e-13	1,285969e-26	1,603148e-24	1,641255e-22	1,379869e-20	9,527073e-19	5,401824e-17	2,515248e-15	9,617909e-14	3,020230e-12	2,723383e-25	3,395094e-23	3,475796e-21	2,922243e-19	2,017612e-17	1,143981e-15	5,326710e-14	
5,300270e-27	4,456152e-25	3,076674e-23	1,744466e-21	8,122745e-20	3,106009e-18	9,753534e-17	1,588007e-29	1,979682e-27	2,026739e-25	1,703962e-23	1,176471e-21	6,670560e-20	3,106009e-18	1,187688e-16	3,729597e-15	4,986682e-28	6,216625e-26	6,364396e-24	5,350806e-22	3,694372e-20	2,094699e-18	9,753534e-17	3,729597e-15	1,171173e-13	1,285969e-26	1,603148e-24	1,641255e-22	1,379869e-20	9,527073e-19	5,401824e-17	2,515248e-15	9,617909e-14	3,020230e-12	2,723383e-25	3,395094e-23	3,475796e-21	2,922243e-19	2,017612e-17	1,143981e-15	5,326710e-14	2,036849e-12	6,396144e-11	4,736379e-24	5,904586e-22	6,044940e-20	5,082226e-18	3,508936e-16	1,989557e-14	9,263963e-13	
2,026739e-25	1,703962e-23	1,176471e-21	6,670560e-20	3,106009e-18	1,187688e-16	3,729597e-15	4,986682e-28	6,216625e-26	6,364396e-24	5,350806e-22	3,694372e-20	2,094699e-18	9,753534e-17	3,729597e-15	1,171173e-13	1,285969e-26	1,603148e-24	1,641255e-22	1,379869e-20	9,527073e-19	5,401824e-17	2,515248e-15	9,617909e-14	3,020230e-12	2,723383e-25	3,395094e-23	3,475796e-21	2,922243e-19	2,017612e-17	1,143981e-15	5,326710e-14	2,036849e-12	6,396144e-11	4,736379e-24	5,904586e-22	6,044940e-20	5,082226e-18	3,508936e-16	1,989557e-14	9,263963e-13	3,542392e-11	1,112387e-09	6,764623e-23	8,433089e-21	8,633546e-19	7,258572e-17	5,011557e-15	2,841539e-13	1,323104e-11	
6,364396e-24	5,350806e-22	3,694372e-20	2,094699e-18	9,753534e-17	3,729597e-15	1,171173e-13	1,285969e-26	1,603148e-24	1,641255e-22	1,379869e-20	9,527073e-19	5,401824e-17	2,515248e-15	9,617909e-14	3,020230e-12	2,723383e-25	3,395094e-23	3,475796e-21	2,922243e-19	2,017612e-17	1,143981e-15	5,326710e-14	2,036849e-12	6,396144e-11	4,736379e-24	5,904586e-22	6,044940e-20	5,082226e-18	3,508936e-16	1,989557e-14	9,263963e-13	3,542392e-11	1,112387e-09	6,764623e-23	8,433089e-21	8,633546e-19	7,258572e-17	5,011557e-15	2,841539e-13	1,323104e-11	5,059340e-10	1,588741e-08	7,934148e-22	9,891072e-20	1,012619e-17	8,513495e-16	5,877997e-14	3,332808e-12	1,551853e-10	
1,641255e-22	1,379869e-20	9,527073e-19	5,401824e-17	2,515248e-15	9,617909e-14	3,020230e-12	2,723383e-25	3,395094e-23	3,475796e-21	2,922243e-19	2,017612e-17	1,143981e-15	5,326710e-14	2,036849e-12	6,396144e-11	4,736379e-24	5,904586e-22	6,044940e-20	5,082226e-18	3,508936e-16	1,989557e-14	9,263963e-13	3,542392e-11	1,112387e-09	6,764623e-23	8,433089e-21	8,633546e-19	7,258572e-17	5,011557e-15	2,841539e-13	1,323104e-11	5,059340e-10	1,588741e-08	7,934148e-22	9,891072e-20	1,012619e-17	8,513495e-16	5,877997e-14	3,332808e-12	1,551853e-10	5,934041e-09	1,863416e-07	7,642165e-21	9,527073e-19	9,753534e-17	8,200192e-15	5,661682e-13	3,210158e-11	1,494744e-09	
